type,format,identifier,references,title,description,source,audience,created,creator,contributor,publisher,license,rightsHolder
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/de3f100f-e66a-4b53-a702-29ca4ca9f9a4,,1898.11.4.23-9g; Arges festae; type; ACSI Project image,,,,2011-03-31T15:44:48Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/64525bcd-2817-4a70-8a3c-ebf844d74453,,1898.11.4.23-9c; Arges festae; ventral view; ACSI Project image,,,,2011-04-07T16:36:26Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/070d9186-e3ab-45ec-ad2c-4b7eec0b67c7,,1898.11.4.23-9d; Arges festae; lateral view; ACSI Project image,,,,2011-04-07T16:36:40Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4f3d2aa4-377d-418e-92a5-51d0b1940803,,1898.11.4.23-9e; Arges festae; ventral view; ACSI Project image,,,,2011-04-07T16:37:07Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c6dd8dd5-51eb-4439-a84a-ee463ad80567,,1898.11.4.23-9e; Arges festae; dorsal view; ACSI Project image,,,,2011-04-07T16:36:53Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/2d91fbe3-0453-4982-a1d2-652aa60819f1,,1898.11.4.23-9b; Arges festae; dorsal view; ACSI Project image,,,,2011-04-07T16:35:52Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/623f90d0-12c3-424e-9054-26b442b8e9fe,,1898.11.4.23-9f; Arges festae; dorsal view; ACSI Project image,,,,2011-04-07T16:37:14Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/39badcc3-2b42-4692-b63d-505907f27cb3,,1898.11.4.23-9a; Arges festae; lateral view; ACSI Project image,,,,2011-04-07T16:35:38Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/afe9b881-9708-4f89-a2b7-4c0f4ee515b5,,1898.11.4.23-9f; Arges festae; ventral view; ACSI Project image,,,,2011-04-07T16:37:28Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057107656,StillImage,image/jpeg,https://data.nhm.ac.uk/media/76619ff5-aa0a-4260-9d55-231e8377a350,,Zoology Accessions Register: Fishes: 1971 - 1985: page 247,,,,2003-08-20T10:49:42Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057084380,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4f3693f5-b1dd-43a1-8c9a-30c5ed32c6ca,,Zoology Accessions Register: Fishes: 1961 - 1971: page 161,,,,2003-08-20T10:44:40Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057000390,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057000092,StillImage,image/jpeg,https://data.nhm.ac.uk/media/ee47de48-65cd-4d5d-8cee-44efa37f6c54,,1887.1.7.1; Arges whymperi; image of jar label; ACSI project image,,,,2011-04-14T09:34:05Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057000092,StillImage,image/jpeg,https://data.nhm.ac.uk/media/29d2a382-af96-44d2-b7e3-d4191c512992,,1887.1.7.1; Arges whymperi; type; ACSI Project image,,,,2011-03-31T15:28:46Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057000092,StillImage,image/jpeg,https://data.nhm.ac.uk/media/5975972a-56aa-4ba7-b129-0b8659dda8a7,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 209,,,,2003-08-20T10:48:39Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056971391,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056914237,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d2695d08-2b6d-4250-9aae-b401eb0128a1,,1912.3.2.7; Arges cirratus; type; ACSI Project image,,,,2011-03-31T14:44:17Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056914237,StillImage,image/jpeg,https://data.nhm.ac.uk/media/47a8bca2-8c86-4717-af61-6c3d26d3eca4,,1912.3.2.7; Arges cirratus; image of jar label; ACSI project image,,,,2011-04-14T10:01:02Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056914237,StillImage,image/jpeg,https://data.nhm.ac.uk/media/f41aabd1-5235-4290-831b-8602fe7a2700,,Zoology Accessions Register: Fishes: 1912 - 1936: page 2,,,,2003-08-20T10:50:14Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/743b0ec5-cfa8-4c86-8781-90b6b7cd8815,,1900.6.20.51-5a; Arges simonsii; lateral view; ACSI Project image,,,,2011-04-07T16:42:25Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/8291d75b-7472-4816-be24-d94ffdf33402,,1900.6.20.51-5e; Arges simonsii; lateral view; ACSI Project image,,,,2011-04-07T16:43:37Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/44b3382a-7396-4034-98fd-6397335f5bdf,,1900.6.20.51-5b; Arges simonsii; ventral view; ACSI Project image,,,,2011-04-07T16:43:00Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0e6cb47b-15ba-4fc1-8c0b-44691a656c80,,1900.6.20.51-5a; Arges simonsii; dorsal view; ACSI Project image,,,,2011-04-07T16:42:18Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/669834a5-48c7-4be5-b9d6-a2981d63b5dc,,1900.6.20.51-5e; Arges simonsii; dorsal view; ACSI Project image,,,,2011-04-07T16:43:30Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/e09a26aa-8407-46c5-9480-b0e58c3c62cf,,1900.6.20.51-5a; Arges simonsii; ventral view; ACSI Project image,,,,2011-04-07T16:42:32Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/036dac2d-063f-4a84-96ba-894170f5573c,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 264,,,,2003-08-20T10:48:11Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/2960ce0e-b6c3-489a-91ff-8bfffc586f0a,,1900.6.20.51-5b; Arges simonsii; lateral view; ACSI Project image,,,,2011-04-07T16:42:53Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/278ddc6e-6282-4273-b836-d131e01be522,,1900.6.20.51-5; Arges simonsii; image of jar label; ACSI project image,,,,2011-04-14T09:45:03Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/2adb81c9-7ba2-4052-ac53-5322b11c1823,,1900.6.20.51-5b; Arges simonsii; dorsal view; ACSI Project image,,,,2011-04-07T16:42:38Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/a9f0f96a-692a-4a25-bcac-6fbed1313a85,,1900.6.20.51-5e; Arges simonsii; ventral view; ACSI Project image,,,,2011-04-07T16:43:45Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/76d22e8b-614c-4cef-a2fd-89aca714d109,,1900.6.20.51-5c; Arges simonsii; lateral view; ACSI Project image,,,,2011-04-07T16:43:16Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/e15d71ac-b71c-4c3c-b2f4-2357ca3eae9e,,1900.6.20.51-5c; Arges simonsii; dorsal view; ACSI Project image,,,,2011-04-07T16:43:07Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/33cf2d84-ab58-4a9b-b13d-53835adb4ab6,,1900.6.20.51-5d; Arges simonsii; type; ACSI Project image,,,,2011-03-31T15:48:02Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056886753,StillImage,image/jpeg,https://data.nhm.ac.uk/media/cc8879e6-813d-4d43-ad8a-0ae34baf70f4,,1900.6.20.51-5c; Arges simonsii; ventral view; ACSI Project image,,,,2011-04-07T16:43:23Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056776648,StillImage,image/jpeg,https://data.nhm.ac.uk/media/32c4d6c5-af56-41b2-bc44-5cb1952ee98c,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 173,,,,2003-08-20T10:47:13Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056733644,StillImage,image/jpeg,https://data.nhm.ac.uk/media/872cb1ac-baae-41e0-8ee6-b495ffbe9f86,,1899.8.21.10-11b; Arges marmoratus; lateral view; ACSI Project image,,,,2011-04-07T16:41:43Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056733644,StillImage,image/jpeg,https://data.nhm.ac.uk/media/3ef1f222-d503-4ea8-80f4-2631c279abc1,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 241,,,,2003-08-20T10:48:08Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056733644,StillImage,image/jpeg,https://data.nhm.ac.uk/media/f2610bed-4554-41dc-b016-61335c662ea3,,1899.8.21.10-11a; Arges marmoratus; type; ACSI Project image,,,,2011-03-31T15:46:35Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056733644,StillImage,image/jpeg,https://data.nhm.ac.uk/media/7ed63e18-5aad-459b-a6b7-8ffd4304af88,,1899.8.21.10-11b; Arges marmoratus; dorsal view; ACSI Project image,,,,2011-04-07T16:41:35Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056733644,StillImage,image/jpeg,https://data.nhm.ac.uk/media/703b0877-8df8-496a-bf10-fe8c13189059,,1899.8.21.10-11; Arges marmoratus; image of jar label; ACSI project image,,,,2011-04-14T09:44:02Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056733644,StillImage,image/jpeg,https://data.nhm.ac.uk/media/1f2d3e35-e08c-4b43-a50e-ed8a01265677,,1899.8.21.10-11b; Arges marmoratus; ventral view; ACSI Project image,,,,2011-04-07T16:41:49Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056730413,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6a4d007d-76a6-4936-ae2c-2b026d10974d,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 263,,,,2003-08-20T10:47:21Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056649668,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/afd7819d-3639-4901-a70c-36f6fb79ca2a,,1897.2.16.2-4c; Arges vaillanti; ventral view; ACSI Project image,,,,2011-04-07T16:35:24Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/da84f250-a5a5-4259-9467-1496e931d131,,1897.2.16.2-4c; Arges vaillanti; lateral view; ACSI Project image,,,,2011-04-07T16:35:17Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/399c5d9a-7e47-48ef-8986-5ea34e855e77,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 146,,,,2003-08-20T10:47:54Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/b52b1dfe-59d1-4fd9-a973-e8ea890869fe,,1897.2.16.2-4c; Arges vaillanti; dorsal view; ACSI Project image,,,,2011-04-07T16:35:10Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/fc873ae9-7d3a-4f5e-9af9-7f26becbb19a,,1897.2.16.2-4a; Arges vaillanti; type; ACSI Project image,,,,2011-03-31T15:43:45Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6af21662-843a-4d6e-9b10-9946d5d4c060,,1897.2.16.2-4b; Arges vaillanti; dorsal view; ACSI Project image,,,,2011-04-07T16:34:49Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0b8f470e-bcc8-4600-b6c3-789c67df7650,,1897.2.16.2-4b; Arges vaillanti; ventral view; ACSI Project image,,,,2011-04-07T16:35:03Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/961ecbdf-b380-4024-90bc-e9e4bd96fd72,,1897.2.16.2-4b; Arges vaillanti; lateral view; ACSI Project image,,,,2011-04-07T16:34:56Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056634970,StillImage,image/jpeg,https://data.nhm.ac.uk/media/aefaef65-b391-472a-a90f-42781bef3668,,1897.2.16.2-4; Arges vaillanti; image of jar label; ACSI project image,,,,2011-04-14T09:41:59Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056628149,StillImage,image/jpeg,https://data.nhm.ac.uk/media/1732db3c-b427-40a3-90bd-b9b19537b0ef,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 214,,,,2003-08-20T10:48:04Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056581646,StillImage,image/jpeg,https://data.nhm.ac.uk/media/3c5a55f0-8305-45a0-8d08-f9fc450e1ab7,,1890.6.13.12-3a; Arges boulengeri; type; ACSI Project image,,,,2011-03-31T15:31:33Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056581646,StillImage,image/jpeg,https://data.nhm.ac.uk/media/8bb77565-bdd3-40aa-bdc7-a3853128514b,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 339,,,,2003-08-20T10:48:50Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056581646,StillImage,image/jpeg,https://data.nhm.ac.uk/media/39451f71-ba86-468a-9fd9-ff4e4530899a,,1890.6.13.12-3; Arges boulengeri; image of jar label; ACSI project image,,,,2011-04-14T09:35:44Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056560277,StillImage,image/jpeg,https://data.nhm.ac.uk/media/fdff1560-5495-4aeb-9ad8-b8e9cb219d6e,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 407,,,,2003-08-20T10:48:56Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056550054,StillImage,image/jpeg,https://data.nhm.ac.uk/media/846625e4-7f78-4933-9ff0-6a28e9cacbad,,Zoology Accessions Register: Fishes: 1986 - 1994: page 18,,,,2003-08-20T10:49:28Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056549479,StillImage,image/jpeg,https://data.nhm.ac.uk/media/e20c0b93-9645-48ac-9272-5f6c0a4f1e29,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 317,,,,2003-08-20T10:48:19Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056549479,StillImage,image/jpeg,https://data.nhm.ac.uk/media/92859a8a-ff0a-4b4c-8bfe-e68d32ed1e17,,1902.5.15.27; Arges homodon; image of jar label; ACSI project image,,,,2011-04-14T09:47:40Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056549479,StillImage,image/jpeg,https://data.nhm.ac.uk/media/080e6c0f-cd73-4984-9ce2-a1bc3360ec86,,1902.5.15.27; Arges homodon; type; ACSI Project image,,,,2011-03-31T15:51:38Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056501528,StillImage,image/jpeg,https://data.nhm.ac.uk/media/37fc880a-7133-4cca-88eb-18ddce4a7e8f,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 372,,,,2003-08-20T10:48:24Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056406088,StillImage,image/jpeg,https://data.nhm.ac.uk/media/1732db3c-b427-40a3-90bd-b9b19537b0ef,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 214,,,,2003-08-20T10:48:04Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056330002,StillImage,image/jpeg,https://data.nhm.ac.uk/media/204eff18-285c-4dac-97e1-5876c92d92d8,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 375,,,,2003-08-20T10:48:24Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056302149,StillImage,image/jpeg,https://data.nhm.ac.uk/media/797c4a66-ad00-4a22-a462-2426c18b5218,,Zoology Accessions Register: Mammals: 1854 - 1861: page 29,,,,2003-08-20T10:52:12Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056217662,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056176447,StillImage,image/jpeg,https://data.nhm.ac.uk/media/5acc160a-1cd6-408b-9801-917d68debf05,,Zoology Accessions Register: Fishes: 1971 - 1985: page 387,,,,2003-08-20T10:49:46Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056169958,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056112770,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d221c0f9-ca5e-481b-b10e-c6d49b066301,,Zoology Accessions Register: Fishes: 1971 - 1985: page 263,,,,2003-08-20T10:49:43Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056042218,StillImage,image/jpeg,https://data.nhm.ac.uk/media/806319ad-58e7-4a72-a0ba-fa7a27f5a4a5,,Zoology Accessions Register: Reptiles & Fishes: 1864 - 1877: page 411,,,,2003-08-20T10:49:23Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015808,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c03f59dc-2cc6-4cd0-a62c-cd2474a62d89,,1908.5.29.80; Arges heterodon; type; ACSI Project image,,,,2011-03-31T16:04:54Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015808,StillImage,image/jpeg,https://data.nhm.ac.uk/media/32c4d6c5-af56-41b2-bc44-5cb1952ee98c,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 173,,,,2003-08-20T10:47:13Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015808,StillImage,image/jpeg,https://data.nhm.ac.uk/media/dbc8951b-756b-4677-98e2-f9b7df3ca1c3,,1908.5.29.80; Arges heterodon; image of jar label; ACSI project image,,,,2011-04-14T09:57:29Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015793,StillImage,image/jpeg,https://data.nhm.ac.uk/media/255e10e6-6bcb-4ffd-9b83-569edaa950b9,,1908.5.29.81-2b; Arges retropinna; dorsal view; ACSI Project image,,,,2011-04-07T17:32:45Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015793,StillImage,image/jpeg,https://data.nhm.ac.uk/media/32c4d6c5-af56-41b2-bc44-5cb1952ee98c,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 173,,,,2003-08-20T10:47:13Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015793,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d303dae7-cd7a-4f61-be98-4cdf4ce3418d,,1908.5.29.81-2b; Arges retropinna; lateral view; ACSI Project image,,,,2011-04-07T17:32:52Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015793,StillImage,image/jpeg,https://data.nhm.ac.uk/media/44a38950-e891-4c8b-b8b4-3d02e713a9df,,1908.5.29.81-2a; Arges retropinna; type; ACSI Project image,,,,2011-03-31T16:05:02Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015793,StillImage,image/jpeg,https://data.nhm.ac.uk/media/384a5236-293e-4af8-84f7-c15bf9f4cc45,,1908.5.29.81-2b; Arges retropinna; ventral view; ACSI Project image,,,,2011-04-07T17:32:59Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1056015793,StillImage,image/jpeg,https://data.nhm.ac.uk/media/8b085d80-dbdf-418e-a960-4fe575c15f08,,1908.5.29.81-2; Arges retropinna; image of jar label; ACSI project image,,,,2011-04-14T09:57:34Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055974990,StillImage,image/jpeg,https://data.nhm.ac.uk/media/e1df5982-ed90-4080-ae45-28175fc3d675,,Zoology Accessions Register: Fishes: 1971 - 1985: page 185,,,,2003-08-20T10:49:40Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055939092,StillImage,image/jpeg,https://data.nhm.ac.uk/media/613c83e9-491e-42f8-9d37-426cdcce43ba,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 90,,,,2003-08-20T10:48:30Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0ae60793-f16d-4e70-b456-cda156574e04,,1892.5.14.1-8d; Arges eigenmanni; lateral view; ACSI Project image,,,,2011-04-07T16:24:16Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/f71fe410-0117-48ef-82c5-6af72e711b2d,,1892.5.14.1-8b; Arges eigenmanni; type; ACSI Project image,,,,2011-03-31T15:37:13Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/12487ec0-ba9d-4e08-aabf-99b1baf1860f,,1892.5.14.1-8a; Arges eigenmanni; dorsal view; ACSI Project image,,,,2011-04-07T16:23:20Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c8bde1ff-d67c-40fe-977e-80eeef797108,,1892.5.14.1-8g; Arges eigenmanni; lateral view; ACSI Project image,,,,2011-04-07T16:25:24Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/51d61c64-b8dc-4a8d-b4db-1501cede4a2b,,1892.5.14.1-8; Arges eigenmanni; image of jar label; ACSI project image,,,,2011-04-14T09:37:11Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/91a09166-e450-452e-8902-2e4190fa6685,,1892.5.14.1-8c; Arges eigenmanni; lateral view; ACSI Project image,,,,2011-04-07T16:23:52Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/b24683d1-986b-4629-bf46-9c099e588594,,1892.5.14.1-8a; Arges eigenmanni; ventral view; ACSI Project image,,,,2011-04-07T16:23:35Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
